REP,INSTN,TREAT,x1,x2,x3,x4,x5,x6,x7,x8,Pwev,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68
9,172,NI,10,10,10,7,9,5,7,1,7,7,7,9,3.8,1.5,3,3,2,81,39,21,-49.002849,-1.436555891,10.254,10.098,6.858,10.42,-16.29380538,-0.014016548,57.4,63,60.4,63.2,7.174367297,0.068738729,56,46.54,34.06,18.26666667,-59.16488376,-0.576583572,9,117,7.0311,0.781233333,42.6,27.666,16.3,11.848,6.046,5.348,597.8,118.6607609,12,662.746,163.5227609,64.94366197,72.68711656,88.45517698,19.84957526,89.85103574,72.02057939,0.060094872,28.9345679,26.04111111,0,1.135495453,136,17
9,195,NI,10,10,10,7,7,7,7,1,7,9,7,9,2,2,3,3,3.6,77,32,24,-41.72077922,-1.274924471,8.762,8.732,7.956,7.714,-10.24315037,-0.018006577,51.4,58.6,54.8,53.4,6.671558954,0.012580885,46.32,36.58,29.06666667,11.65,-61.54033234,-0.510730526,9,67,5.9986,0.666511111,36.68,24.672,13.24,10.564,3.492,3.052,702,133.4064843,8.2,755.412,171.6944843,67.26281352,79.78851964,87.3997709,19.00377269,92.96949302,77.14318552,0.089531343,24.68559671,22.21703704,0,0.826492004,159,18
10,249,NI,8,10,10,7,9,5,5,1,5,5,7,7,2.4,1.5,1,5,2,82,65,40,-29.59662289,-0.996223565,11.952,10.924,9.604,12.402,-10.97332542,-0.001173014,40.2,53.2,54.8,55.4,35.71079076,0.221024716,52.74,44.48,40.675,25.8,-36.40626827,-0.387161875,10,80,8.3974,0.83974,75.66,32.394,81.34,15.538,9.886,7.59,862,188.904172,7.2,1028.886,244.426172,42.81522601,19.10253258,76.77523771,21.91463712,84.14145453,76.21862883,0.1049675,31.10148148,31.10148148,0,1.619677434,213,18
10,79,NI,10,10,10,7,9,7,9,1,5,5,7,7,3.6,0,5,5,3.6,76,49,30,-37.150913,-1.097432024,9.684,9.292,7.494,7.018,-25.51514192,-0.045129946,44.2,50.4,46.8,49.8,9.021044315,0.061440543,45.12,37.4,30.1,23.275,-44.18678519,-0.335603585,10,153,10.4432,1.04432,43.12,26.238,27.676,14.264,12.42,8.088,911.8,137.8640553,14.6,995.016,186.4540553,60.84879406,51.53923977,65.12077295,15.11998851,90.79904784,76.10777171,0.068256209,38.67851852,38.67851852,0,2.504990255,263,17
10,26,NI,9,10,10,7,9,5,5,1,1,3,5,5,5,3,1,5,2.4,84,71,57,-17.59725017,-0.641993958,10.658,10.126,9.678,10.614,-6.192003462,-0.003164952,41.8,55.2,54.8,55.2,31.57608759,0.187058449,54.16,48.08,48.775,43.2,-13.59050152,-0.148057176,9,114,6.3954,0.7106,138.54,33.69,212.42,23.78,15.91,13.082,666.48,102.36212,13.6,1033.35,172.91412,24.31788653,11.19480275,82.22501571,15.35861841,58.73877267,56.90831752,0.0561,26.31851852,23.68666667,0,0.939451307,22,16
10,258,NI,10,10,10,5,7,5,7,1,5,7,7,9,3,1,3,3,2.2,79,56,31,-36.8783906,-1.141238671,10.66,10.754,10.722,10.724,0.590455174,0.000762491,49.6,57.4,62.4,62.4,24.43660785,0.202333722,54.94,47.98,33.625,31.85,-44.34668509,-0.387066405,10,92,8.0936,0.80936,79.8,36.63,32.5,14.67,9.752,7.04,759.64,138.6332758,10.8,881.692,196.9732758,45.90225564,45.13846154,72.19031993,18.24986518,86.12654739,70.41164343,0.087973913,29.9762963,29.9762963,0,1.504604388,222,15
10,38,NI,10,10,10,7,9,7,7,1,7,9,9,9,1.2,1.2,5,1,2,76,34,19,-49.69040248,-1.366314199,11.502,11.132,7.935,6.358,-38.5604988,-0.085474382,44.2,48.6,51.2,46,11.9191287,0.040012729,52.16,43.76,27.23333333,0,-87.20423354,-0.790439518,8,59,6.8372,0.85465,33.76,20.516,7.54,5.604,5.008,3.862,709.56,125.3533854,6.8,755.868,155.3353854,60.77014218,74.32360743,77.11661342,17.66635455,94.16850212,81.78845716,0.115884746,31.6537037,25.32296296,0,1.073730817,236,14
10,224,NI,10,10,10,7,9,7,7,1,7,7,9,9,4.6,4.4,3,3,2.8,79,50,23,-45.35443038,-1.333081571,9.632,9.536,9.424,9.184,-3.02007082,-0.006654927,46.8,56,56,50.4,16.32478632,0.054354514,43.64,37.36,25.42,19.13333333,-54.59350983,-0.393678441,10,103,8.2397,0.82397,47.3,28.094,20.7,13.9,11.522,9.926,812.5,155.3536611,11.4,892.022,207.2736611,59.39534884,67.14975845,86.14823815,19.1204506,90.86862652,74.65464286,0.079997087,30.51740741,30.51740741,0,1.559414792,188,13
10,269,NI,9,10,10,5,5,5,5,3,5,5,7,7,0.666666667,1.5,5,1,3,77,48,34,-33.41450216,-1.028700906,9.884,8.928,7.254,9.416,-18.48744885,-0.015259361,36.8,43.6,42.2,45.4,17.79489782,0.113206747,47.02,43.38,26.93333333,23.78,-49.55704366,-0.397402496,10,67,7.3847,0.73847,32.02,21.692,25.5,9.332,4.236,3.358,753.66,133.5615687,6.2,815.416,167.9435687,67.74515928,36.59607843,79.27289896,17.72172714,91.92366377,78.27795337,0.110219403,27.35074074,27.35074074,0,1.252577378,266,12
10,122,NI,10,10,10,7,7,7,9,1,5,7,7,9,2.5,2,3,5,2.2,80,56,26,-41.78571429,-1.282477341,11.89,10.912,10.5,12.434,-5.86137678,0.004652169,44.4,62.8,65.8,59.6,43.0776807,0.231441604,50.54,41.62,44.6,26.4,-24.09175903,-0.316032672,10,87,9.69559,0.969559,36.74,25.798,28.76,15.612,17.426,6.97,817.278,122.4666709,7.6,900.204,170.8466709,70.21774633,54.2837274,39.99770458,14.98470176,90.53401181,77.14538351,0.111443563,35.90959259,35.90959259,0,2.15917247,269,11
10,103,NI,10,10,10,5,7,5,7,1,5,5,5,7,2.2,1.2,3,3,1.6,85,56,31,-39.3802521,-1.286253776,9.906,10.094,9.092,10.214,-3.91534305,-0.000726636,60.2,79.8,80,74.8,30.64209943,0.2101623,55.06,48.8,26.46666667,33,-48.90606299,-0.412522188,10,73,6.1954,0.61954,44.52,28.536,30.88,21.79,5.298,4.668,497.42,94.58308747,5.6,578.118,149.5770875,64.09703504,70.5634715,88.10872027,19.01473352,85.53357661,62.59260065,0.084868493,22.94592593,22.94592593,0,0.881612122,68,10
10,78,NI,10,10,10,7,7,7,9,1,5,7,7,9,3.8,3,3,3,4.4,83,47,30,-39.77185337,-1.268126888,9.028,8.972,7.166,11.384,-1.129153744,0.022700117,52,65.4,64.8,61.6,23.20570904,0.134867933,46.44,40.16,27.975,15.85,-58.3113839,-0.476854248,10,149,6.9424,0.69424,66.7,42.71,38.44,22.84,12.382,9.69,584.18,96.55046124,16,701.702,171.7904612,64.03298351,59.41727367,78.25876272,16.52751913,82.78302631,55.27317748,0.046593289,25.71259259,25.71259259,0,1.107026751,267,9
10,166,NI,10,10,10,5,7,7,7,1,5,7,7,9,3.8,2,5,3,1.8,82,51,26,-43.41224295,-1.334592145,11.368,10.64,9.632,8.346,-20.32806807,-0.046201124,51,62.4,61.6,58,19.12283795,0.097570807,52.96,47.02,44.66666667,20.43333333,-34.30555163,-0.453710972,9,103,6.2854,0.698377778,50.06,35.424,23.44,18.684,6.702,5.746,625.58,118.2265498,7.2,705.782,178.0805498,70.7630843,79.70989761,85.73560131,18.89870996,88.00496765,66.08672832,0.061023301,25.86584362,23.27925926,0,0.907412364,130,8
10,95,NI,10,9,9,5,7,7,7,1,3,5,5,7,2.4,1.2,5,1,1.6,81,67,43,-26.55242307,-0.900302115,11.49,11.208,9,12.87,-7.821188893,0.007403416,47.2,59.8,60.4,55.4,24.93887784,0.121480853,44.68,45.7,35.58,28.1,-26.86920172,-0.27317068,10,63,4.8314,0.48314,38.5,23.588,26.9,16.142,4.06,2.492,531.2,94.38751442,7.2,600.66,136.6095144,61.26753247,60.00743494,61.37931034,17.76873389,87.4865632,67.54139396,0.076688889,17.89407407,17.89407407,0,0.536148185,60,7
10,85,NI,10,10,10,7,9,9,9,1,3,5,5,7,3,1.6,1,5,3,81,58,39,-30.57684121,-1.000755287,9.488,10.558,8.368,9.68,-4.238903081,-0.007651002,41.4,59.6,61.4,56.8,44.48420133,0.228025883,54.3,49.66,46.18,27.2,-29.25278618,-0.38539302,10,168,7.6444,0.76444,65,37.678,61.18,16.044,11.936,7.168,757.78,138.0583202,15,895.896,198.9483202,57.96615385,26.22425629,60.0536193,18.21878649,86.99412586,68.77595046,0.045502381,28.31259259,28.31259259,0,1.342226032,265,6
10,134,NI,10,10,10,7,9,7,7,1,3,3,5,5,1,0.8,3,3,2,75,61,47,-20.80874317,-0.666163142,10.446,10.734,10.194,9.29,-5.229694428,-0.018082529,31.2,35,33.4,44,18.18690092,0.166882359,53.98,45.02,40.52,38.52,-28.23957586,-0.236414554,10,80,7.7311,0.77311,53.9,14.934,107.04,10.874,22.692,6.388,661.52,109.0525735,7.2,845.152,141.2485735,27.70686456,10.15881913,28.15089018,16.4851514,75.70353462,73.96224843,0.09663875,28.6337037,28.6337037,0,1.372844764,98,5
10,99,NI,10,10,10,7,7,7,7,1,5,3,5,5,1.333333333,1,3,5,1.666666667,76,55,42,-25.63397129,-0.811933535,7.91,8.016,7.716,13.728,23.5695671,0.076951522,25.4,30.4,31.4,35.6,27.43311178,0.145581839,46.72,39.06,37.48,34.5,-23.09090921,-0.177379866,10,95,6.0391,0.60391,53.82,15.486,44.56,3.89,6.862,4.824,492,101.1271848,8.2,597.242,125.3271848,28.77369008,8.729802513,70.30020402,20.55430586,82.97451811,80.22586078,0.063569474,22.36703704,22.36703704,0,0.837689925,64,4
10,268,NI,10,10,10,5,7,5,5,1,3,5,5,5,0,0,3,3,1.6,70,58,45,-19.77832512,-0.594410876,10.238,11.22,10.632,12.33,9.674626964,0.025876737,29.2,55.2,55.4,48.4,85.19162171,0.276206641,48.3,45.04,40.74,29.775,-25.26807843,-0.273081044,9,85,6.7209,0.746766667,96.66,27.182,95.6,11.426,5.44,3.55,699.14,120.7603048,8.4,896.84,162.9183048,28.12124974,11.95188285,65.25735294,17.27269285,83.15883743,75.91427161,0.079069412,27.65802469,24.89222222,0,1.037513406,268,3
10,115,NI,10,10,10,5,5,7,7,1,1,5,5,7,2,1.333333333,3,3,1.4,79,64,38,-29.80617089,-0.971299094,9.302,8.104,8.236,10.91,-0.427719793,0.021558502,44.2,61,58.8,59,34.51587108,0.199108942,57.08,47.82,47.38,31.76666667,-28.12743764,-0.349107174,10,70,7.078,0.7078,26.14,22.04,48.18,12.15,7.104,5.52,697.44,137.3998718,6.8,778.864,177.1098718,84.31522571,25.21793275,77.7027027,19.70060103,88.28752558,76.96814208,0.101114286,26.21481481,26.21481481,0,1.150694313,80,2
10,54,NI,10,10,10,5,7,7,7,1,3,7,5,7,0,0,3,1,1.6,56,49,32,-23.59693878,-0.567220544,8.398,7.71,8.446,9.108,3.966293942,0.012796648,26.6,30.4,33,36.4,26.2726893,0.147406386,47.98,42.22,37.82,31.13333333,-28.32001647,-0.252560376,9,61,5.4591,0.606566667,23.76,17.928,6.62,4.656,2.614,1.71,613.12,119.2583082,6.4,646.114,143.5523082,75.45454545,70.33232628,65.41698546,19.45105497,95.07576487,83.13972675,0.089493443,22.4654321,20.21888889,0,0.684511816,43,1
11,49,NI,10,10,10,7,5,5,7,1,5,5,7,7,0,0,5,1,2,63,40,30,-30.75396825,-0.790030211,8.312,9.374,7.958,7.622,-3.736291683,-0.015679431,26,38,36.6,33.4,39.55524583,0.100350058,45.74,43.7,35.275,27.56666667,-31.02320557,-0.288132845,9,53,5.0549,0.561655556,15.32,14.322,2.96,2.186,2.84,2.154,617.38,110.9824431,6.6,638.5,129.6444431,93.48563969,73.85135135,75.84507042,17.97635866,96.41493167,84.53444011,0.095375472,20.80205761,18.72185185,0,0.586899834,38,1
11,106,NI,10,10,10,7,7,7,7,1,3,5,5,7,0,0,3,3,3.2,79,51,36,-32.42740134,-1.027945619,8.982,10.462,8.47,10.904,7.01596873,0.016903575,49.4,59.6,53.8,51.2,9.30532507,0.001824547,46.36,42.82,30.36,38.7,-27.57765985,-0.167569746,10,84,6.2646,0.62646,23.76,20.586,16.12,9.544,6.11,4.324,505.18,94.19306796,9.2,551.17,128.647068,86.64141414,59.20595533,70.76923077,18.64544676,91.41798039,76.02518793,0.074578571,23.20222222,23.20222222,0,0.901416581,71,2
11,122,NI,10,10,10,5,5,7,5,3,5,5,5,7,1,0.8,3,1,1.2,72,49,33,-32.29875283,-0.930513595,10.126,10.716,10.404,12.272,8.899928485,0.027730773,38.6,58.6,58,51.8,47.22636233,0.187567625,50.38,48.44,38.38,31.63333333,-30.4782281,-0.303944698,9,35,5.4592,0.606577778,42.02,20.03,35.12,4.86,4.188,2.952,623.04,104.4749156,4.2,704.368,132.3169156,47.66777725,13.83826879,70.48710602,16.76857274,88.632567,78.70021077,0.155977143,22.46584362,20.21925926,0,0.684536894,269,3
11,213,NI,10,10,10,7,9,7,7,1,1,3,3,3,1.8,0,1,5,2,82,73,60,-14.39191447,-0.521903323,9.362,11.552,9.878,13.406,20.80668426,0.047528376,41.2,63.8,65.2,70.4,59.70721301,0.414744882,53.78,49.3,40.56,42.28,-24.64488529,-0.201353559,10,165,8.2705,0.82705,174.58,38.972,177.22,22.036,26.898,8.574,689.58,115.0332209,15.4,1068.278,184.6152209,22.32329018,12.4342625,31.87597591,16.68163533,63.48957926,61.84393807,0.050124242,30.63148148,30.63148148,0,1.571094766,177,4
11,18,NI,10,10,10,7,9,7,7,3,5,7,7,9,0,0,5,1,2.2,61,38,26,-34.6419327,-0.836858006,8.854,9.104,7.34,6.964,-18.26005446,-0.034097592,24.2,39.2,35.8,34.4,52.00646351,0.130009547,48.7,41.46,31.075,14.5,-57.69433461,-0.517124748,9,58,5.3168,0.590755556,10.1,7.618,4.88,1.678,1.94,1.206,569.74,87.12752752,6.2,586.66,97.62952752,75.42574257,34.3852459,62.16494845,15.29250667,96.18385353,87.23372185,0.091668966,21.87983539,19.69185185,0,0.649291172,14,5
11,66,NI,10,10,10,7,9,7,7,1,5,7,7,9,2.4,1.6,3,3,3,79,54,33,-35.26722925,-1.09592145,10.402,11.21,8.536,8.496,-16.24216627,-0.038494961,41.8,58.4,53.8,51.2,30.22530175,0.114267529,55.04,49.5,43.54,22.56666667,-38.16256598,-0.470719564,9,71,7.6259,0.847322222,30.018,22.788,11.5,9.752,4.37,3.072,731.3,125.5237916,7.4,777.188,161.1357916,75.91445133,84.8,70.29748284,17.16447308,93.59415797,76.81189272,0.107407042,31.38230453,28.24407407,0,1.335737325,245,6
11,205,NI,10,10,10,5,5,5,7,1,5,7,7,9,4,2,3,3,1.8,76,47,41,-25.46192609,-0.841389728,10.184,11.022,9.908,12.416,6.559161423,0.02504869,54.4,68.6,67,65.8,23.17356474,0.154640925,48.72,47.04,39.82,34.525,-23.22936132,-0.228300095,9,96,4.9002,0.544466667,53.48,45.926,102.36,24.532,13.49,8.818,737.5,105.6601538,13.6,906.83,184.9361538,85.87509349,23.96639312,65.36693847,14.32680051,82.31086566,66.34962451,0.05104375,20.1654321,18.14888889,0,0.551526598,169,7
11,239,NI,9,10,10,5,5,5,5,3,7,9,7,9,4,1.8,3,1,3,71,43,26,-39.48575172,-1.074773414,8.708,10.85,7.673333333,12.302,15.42719015,0.033943637,50.6,67,58.2,54.4,17.10033563,0.017757505,48.68,48.44,32.83333333,19.15,-46.60327674,-0.475789046,10,69,5.7627,0.57627,23.46,21.182,14.82,13.898,5.33,4.306,528.52,101.374605,6.8,572.13,140.760605,90.28985507,93.77867746,80.7879925,19.18084557,91.93049741,71.02553534,0.083517391,21.34333333,21.34333333,0,0.762765203,203,8
11,135,NI,10,10,10,5,7,5,7,1,7,5,7,7,1.8,0,3,3,1.6,79,56,41,-27.94981917,-0.907099698,9.178,10.874,8.614,11.656,9.466985841,0.02319529,46,67.6,64.6,62.2,41.28026182,0.217036173,54.36,56.36,49.23333333,42.76,-13.3484838,-0.190532867,10,85,3.7586,0.37586,30.86,20.288,64,15.536,10.506,6.302,544.68,112.2878311,10.4,650.046,154.4138311,65.74206092,24.275,59.98477061,20.6153762,84.82690098,71.67267176,0.044218824,13.92074074,13.92074074,0,0.324482343,99,9
11,269,NI,10,10,10,7,7,5,7,1,5,5,7,7,0.666666667,1.666666667,5,1,2.2,63,41,29,-32.0944638,-0.812688822,9.134,11.408,7.72,12.152,11.70424439,0.023718468,35.6,54,49.6,52.8,45.68778274,0.221491461,46.7,47.64,45,32.06,-13.11389893,-0.209793147,10,46,5.9694,0.59694,34.82,29.926,34.72,8.514,3.63,2.502,701.4,112.6731115,5.6,774.57,153.6151115,85.94485928,24.5218894,68.92561983,16.06403072,90.02133691,73.03299264,0.129769565,22.10888889,22.10888889,0,0.818465189,266,10
11,48,NI,8,10,10,7,9,5,7,1,3,5,5,7,2,2,3,3,2,84,66,44,-27.38095238,-0.950151057,9.69,11.194,9.206,9.652,-0.623469354,-0.009466214,34,51.4,47.4,47,43.11307547,0.166267105,54.8,53.68,44.8,28.25,-30.90025764,-0.402665747,9,89,8.9673,0.996366667,60.7,34.746,25.64,9.968,6.282,5.726,903.2,163.4689284,8.8,995.822,213.9089284,57.24217463,38.87675507,91.1493155,18.09886276,90.34147657,76.67240007,0.10075618,36.90246914,33.21222222,0,1.846980237,37,11
11,187,NI,9,10,9,7,9,5,7,1,5,7,5,7,4,1.75,3,3,2,82,57,33,-36.29653402,-1.166163142,10.954,12.618,11,11.746,4.628452603,0.003662035,56,77.4,78.4,59.2,31.34301007,0.061716347,51.02,47.84,36.14,21.76666667,-43.94645824,-0.454455642,10,99,5.9968,0.59968,21.22,18.906,33.22,20.7,9.432,7.98,659.24,115.2283612,12.2,723.112,162.8143612,89.09519321,62.31186033,84.60559796,17.47896991,87.33143479,65.39788739,0.060573737,22.21037037,22.21037037,0,0.825996068,151,12
11,121,NI,10,10,10,5,9,5,7,3,7,9,9,9,2.8,1.6,3,3,2,81,27,19,-48.14814815,-1.49244713,11.074,13.056,9.256,10.924,-5.200699143,-0.01970489,47,65.2,60.8,53.6,28.02756958,0.078561578,53.94,55.56,40.3,0,-57.79579903,-0.801726954,10,68,3.8,0.38,27.52,22.484,15.24,14.266,6.564,5.516,686.4,127.0661077,7.8,735.724,169.3321077,81.7005814,93.60892388,84.03412553,18.51196208,93.3045127,75.18370398,0.055882353,14.07407407,14.07407407,0,0.331669887,86,13
11,70,NI,10,10,10,7,7,7,7,1,7,9,7,9,3.666666667,2.75,3,3,3,80,42,22,-47.55952381,-1.386706949,9.19,11.07,7.932,9.2,-2.561238311,-0.01431378,45,63.2,62.2,53,33.9318337,0.114373608,50.72,50.18,36.725,0,-61.21147361,-0.750722924,10,71,6.3622,0.63622,28.74,23.536,20.62,15.414,5.84,4.618,584.22,106.796668,7,639.42,150.364668,81.89283229,74.75266731,79.07534247,18.2802143,91.00909517,70.09945941,0.089608451,23.5637037,23.5637037,0,0.929722807,249,14
11,268,NI,10,10,10,7,9,7,7,1,5,7,7,7,2.666666667,2,3,3,2.2,76,38,25,-42.10526316,-1.222809668,11.36,12.696,9.754,12.6375,-1.558012464,0.003392861,45,65.8,60.6,59.6,37.76943165,0.184003395,47,45.628,34.775,33.16666667,-28.24663888,-0.241344684,10,71,6.7067,0.67067,37.68,32.048,58.3,18.584,5.852,4.564,755.66,124.4958469,8,857.492,179.6918469,85.05307856,31.87650086,77.99043062,16.47511405,84.21373648,65.54607478,0.094460563,24.83962963,24.83962963,0,1.033133896,268,15
11,120,NI,10,10,10,7,9,5,7,1,5,5,7,7,1.8,1.666666667,3,3,2.6,81,54,36,-33.33333333,-1.074018127,11.39,11.098,8.434,12.1325,-11.95055588,-0.003464782,36,53,51.4,47.4,41.60932058,0.15642304,49.18,52.04,37.4,35.6,-23.92111197,-0.25411902,10,84,8.769,0.8769,64.48,27.472,29.1,9,11.23,7.058,915.44,189.4208523,10.2,1020.25,232.9508523,42.60545906,30.92783505,62.84951024,20.69178234,89.27733241,80.71916884,0.104392857,32.47777778,32.47777778,0,1.766196379,85,16
11,250,NI,10,10,10,7,9,5,9,1,3,5,5,5,1.8,0,1,5,1.8,85,69,43,-28.25234442,-0.995468278,14.15,14.83,13.336,12.556,-7.218130339,-0.028490082,33,62.2,58,54.4,79.66347139,0.285944627,54.32,46.52,37.22,27.4,-43.14530843,-0.413995969,10,113,10.1035,1.01035,137.38,37.114,140.84,18.046,13.694,8.9,992.16,187.7617267,10.4,1284.074,251.8217267,27.01557723,12.81312127,64.99196728,18.92454107,78.90933769,74.03722977,0.089411504,37.42037037,37.42037037,0,2.344674399,214,17
11,78,NI,10,10,10,7,7,7,9,1,5,7,7,9,3.6,0,3,3,3.4,81,48,29,-40.16203704,-1.24244713,8.862,10.918,9.338,10.4,12.51962728,0.014151055,51,66.8,65.4,63,27.66134218,0.164739578,48.02,47.18,33.36666667,21.95,-42.43247517,-0.420617022,10,144,6.6249,0.66249,33.82,31.33,28.54,24.348,7.736,6.36,638.22,116.6160452,16.2,708.316,178.6540452,92.63749261,85.31184303,82.21302999,18.27207627,89.7341865,64.53045478,0.04600625,24.53666667,24.53666667,0,1.008085816,267,18
12,150,NI,10,10,10,7,5,5,7,1,3,7,5,7,4.4,0,3,3,1.8,83,65,36,-33.1510658,-1.114048338,9.326,10.776,9.338,12.9775,15.19517975,0.042946271,57.8,78.2,75.4,73.2,30.74096436,0.206491991,49.36,50.1,39.04,25.32,-32.29113955,-0.37853612,10,84,5.1361,0.51361,29.534,26.36,35.8,19.346,11.764,9.828,655.62,130.2726157,9.8,732.718,185.8066157,89.25306426,54.03910615,83.54301258,19.87014058,89.77212913,70.82988345,0.061144048,19.02259259,19.02259259,0,0.605906751,114,18
12,50,NI,10,10,10,7,9,7,9,3,5,7,7,9,3.6,3,1,3,3.4,77,39,28,-38.77788878,-1.175981873,9.928,12.162,9.715,12.18,10.8396799,0.01956073,47.8,67,63,54.2,29.54113011,0.078497931,48,47.18,35.43333333,23.2,-38.11419861,-0.393191188,10,126,9.902,0.9902,65.54,34.386,38.58,19.414,6.16,4.93,863.1,156.9742448,12.4,973.38,215.7042448,52.46566982,50.32141006,80.03246753,18.18726044,89.5078778,71.91102235,0.078587302,36.67407407,36.67407407,0,2.252084564,39,17
12,39,NI,10,10,10,7,9,7,7,1,5,5,7,7,1,1.5,1,5,1,80,45,26,-42.98611111,-1.290785498,13.464,14.764,11.296,12.302,-10.86558946,-0.032117323,44.2,53.8,47.2,44,7.191912015,-0.029489763,56.08,56.56,28.53333333,44.13333333,-30.47187889,-0.300371274,10,105,8.9721,0.89721,64.2,24.902,32.34,9.704,9.83,5.844,682.94,119.7310029,8.8,789.31,160.1810029,38.78816199,30.00618429,59.45066124,17.53170159,86.40983575,74.59942639,0.085448571,33.23,33.23,0,1.848958063,30,16
12,78,NI,9,10,10,7,7,5,5,1,5,5,5,5,2.6,0,3,3,1.8,84,66,47,-25.10822511,-0.879909366,9.644,10.45,9.884,11.442,8.19554307,0.021913652,50,67.2,67.4,65.8,33.9063233,0.224801103,52.74,47.22,38.42,29.4,-36.92839543,-0.361822425,10,114,8.135,0.8135,39.72,28.512,58.14,30.442,7.548,5.028,739.88,92.61493502,11.8,845.288,156.596935,71.78247734,52.35982112,66.6136725,12.51756163,86.78325009,66.31333013,0.071359649,30.12962963,30.12962963,0,1.520036318,267,15
12,227,NI,10,10,10,5,5,7,9,3,7,9,9,9,1,1,3,1,2.4,61,32,18,-45.6454918,-1.028700906,8.052,9.658,7.866,8.492,4.043556212,-0.001984513,47.4,53.6,48.4,47,2.414488911,-0.027368198,46.62,45.12,41.95,26.15,-22.79784096,-0.292529967,7,57,3.853,0.550428571,12.16,11.628,7.04,6.17,5.304,3.342,454.84,86.47322407,7.2,479.344,107.6132241,95.625,87.64204545,63.00904977,19.01178966,94.35414631,80.00626216,0.067596491,20.38624339,14.27037037,0,0.340986251,191,14
12,31,NI,10,10,10,7,7,7,7,1,7,9,9,9,0,0,3,3,3.4,74,35,20,-47.77992278,-1.293806647,8.516,9.708,6.832,3.506,-31.85542632,-0.081074573,38.6,49.8,43.2,41.6,14.52796409,0.014638803,45.34,40.18,31.26666667,0,-66.89752019,-0.65854107,10,139,6.9399,0.69399,16.78,15.66,7.34,8.162,6.142,3.768,482.26,97.57993416,10.4,512.522,125.1699342,93.32538737,111.1989101,61.34809508,20.23388507,94.12661044,77.53533223,0.049927338,25.70333333,25.70333333,0,1.1062296,26,13
12,153,NI,10,10,10,5,5,7,7,3,7,7,9,9,4.6,4.2,5,1,1.8,70,33,29,-32.48917749,-0.987915408,7.926,9.04,5.886,6.554,-17.05138382,-0.03349931,51.6,59.6,51.8,48.2,0.10002533,-0.079601146,44.98,38.36,11.83333333,32.45,-25.79442925,-0.305270323,10,68,3.8658,0.38658,29.7,22.016,14.08,13.332,3.64,2.688,395.14,68.60167762,6.4,442.56,106.6376776,74.12794613,94.6875,73.84615385,17.36135993,88.25111873,62.61631742,0.05685,14.31777778,14.31777778,0,0.343255586,117,12
12,57,NI,10,10,10,7,7,7,7,1,5,9,7,9,3,0,3,1,2.4,82,45,19,-51.4498645,-1.503021148,9.226,10.914,9.552,11.688,13.27067173,0.027451787,44.4,51.2,50.2,48.8,12.43257544,0.058618861,56.48,51.22,39.88,0,-64.78615364,-0.820780736,10,86,6.4482,0.64482,22.56,22.646,12.74,12.74,5.122,4.204,607.64,112.8467474,9.8,648.062,152.4367474,100.3812057,100,82.07731355,18.57131646,93.46600156,73.78512439,0.07497907,23.88222222,23.88222222,0,0.955027437,46,11
12,78,NI,10,10,10,7,7,7,9,1,5,5,5,5,3.6,0,3,1,3.2,82,59,41,-29.27862753,-0.97734139,8.696,10.734,7.404,8.834,-1.148893811,-0.013446059,52.2,69.2,66.8,64,27.70163613,0.157823274,54.2,49.64,42.825,0,-55.47546517,-0.76705898,9,171,7.0065,0.7785,25.02,23.182,23.52,19.006,3.744,3.006,547.38,100.5021778,15,599.664,145.6961778,92.6538769,80.80782313,80.28846154,18.3605864,89.01736969,67.17034774,0.040973684,28.83333333,25.95,0,1.127563743,267,10
12,62,NI,10,10,10,7,9,9,7,3,7,7,7,9,1.6,1.6,3,3,2,66,29,17,-48.7199582,-1.175226586,10.476,11.112,9.956,7.206,-13.53932652,-0.049411902,43.2,55.8,50.6,46.8,17.34437644,0.030592978,51.86,47.76,11.86666667,0,-116.3927793,-0.880217107,10,82,6.5473,0.65473,15.04,14.06,6.9,7.338,6.206,4.888,569.62,111.122424,8.2,597.766,137.408424,93.48404255,106.3478261,78.76248791,19.50816756,94.56406643,78.49462966,0.079845122,24.24925926,24.24925926,0,0.984607936,241,9
12,14,NI,10,10,10,7,7,7,7,1,5,7,7,9,3,1,3,3,2.2,68,40,32,-30.58823529,-0.864048338,9.32,9.856,8.42,7.406,-12.83298401,-0.032603585,41.6,56.4,52.8,51.4,28.31010597,0.12349634,57.64,53,42.33333333,14.43333333,-50.1442554,-0.63821152,9,80,5.0749,0.563877778,19.96,17.61,14.74,9.26,3.48,2.56,506.68,107.702174,8.2,544.86,137.132174,88.22645291,62.82225237,73.56321839,21.25644865,92.72766192,78.39594487,0.06343625,20.88436214,18.79592593,0,0.591553227,10,8
